id,type,src,dst,app,latency,message,ctime,size,buffer
441,LINK,107,10000,SSMS,10.005,Result,4572.515,50000,1
442,LINK,106,10001,SSMS,10.005,Result,4572.515,50000,2
443,LINK,105,10002,SSMS,10.005,Result,4572.515,50000,3
444,LINK,104,10003,SSMS,10.005,Result,4572.515,50000,4
447,LINK,102,10006,SSMS,10.005,Result,4572.515,50000,5
448,LINK,101,10007,SSMS,10.005,Result,4572.515,50000,6
449,LINK,100,10008,SSMS,10.005,Result,4572.515,50000,7
451,LINK,10000,107,SSMS,10.015,Task,4600,150000,0
452,LINK,10001,106,SSMS,10.015,Task,4600,150000,1
453,LINK,10002,105,SSMS,10.015,Task,4600,150000,2
454,LINK,10003,104,SSMS,10.015,Task,4600,150000,3
455,LINK,10004,103,SSMS,10.015,Task,4600,150000,4
456,LINK,10005,103,SSMS,10.015,Task,4600,150000,5
457,LINK,10006,102,SSMS,10.015,Task,4600,150000,6
458,LINK,10007,101,SSMS,10.015,Task,4600,150000,7
459,LINK,10008,100,SSMS,10.015,Task,4600,150000,8
396,LINK,103,10005,SSMS,10.005,Result,4635.015,50000,0
451,LINK,107,10000,SSMS,10.005,Result,4672.515,50000,0
452,LINK,106,10001,SSMS,10.005,Result,4672.515,50000,1
453,LINK,105,10002,SSMS,10.005,Result,4672.515,50000,2
454,LINK,104,10003,SSMS,10.005,Result,4672.515,50000,3
457,LINK,102,10006,SSMS,10.005,Result,4672.515,50000,4
458,LINK,101,10007,SSMS,10.005,Result,4672.515,50000,5
459,LINK,100,10008,SSMS,10.005,Result,4672.515,50000,6
405,LINK,103,10004,SSMS,10.005,Result,4697.515,50000,0
461,LINK,10000,107,SSMS,10.015,Task,4700,150000,1
462,LINK,10001,106,SSMS,10.015,Task,4700,150000,2
463,LINK,10002,105,SSMS,10.015,Task,4700,150000,3
464,LINK,10003,104,SSMS,10.015,Task,4700,150000,4
465,LINK,10004,103,SSMS,10.015,Task,4700,150000,5
466,LINK,10005,103,SSMS,10.015,Task,4700,150000,6
467,LINK,10006,102,SSMS,10.015,Task,4700,150000,7
468,LINK,10007,101,SSMS,10.015,Task,4700,150000,8
469,LINK,10008,100,SSMS,10.015,Task,4700,150000,9
406,LINK,103,10005,SSMS,10.005,Result,4760.015,50000,0
461,LINK,107,10000,SSMS,10.005,Result,4772.515,50000,0
462,LINK,106,10001,SSMS,10.005,Result,4772.515,50000,1
463,LINK,105,10002,SSMS,10.005,Result,4772.515,50000,2
464,LINK,104,10003,SSMS,10.005,Result,4772.515,50000,3
467,LINK,102,10006,SSMS,10.005,Result,4772.515,50000,4
468,LINK,101,10007,SSMS,10.005,Result,4772.515,50000,5
469,LINK,100,10008,SSMS,10.005,Result,4772.515,50000,6
471,LINK,10000,107,SSMS,10.015,Task,4800,150000,0
472,LINK,10001,106,SSMS,10.015,Task,4800,150000,1
473,LINK,10002,105,SSMS,10.015,Task,4800,150000,2
474,LINK,10003,104,SSMS,10.015,Task,4800,150000,3
475,LINK,10004,103,SSMS,10.015,Task,4800,150000,4
476,LINK,10005,103,SSMS,10.015,Task,4800,150000,5
477,LINK,10006,102,SSMS,10.015,Task,4800,150000,6
478,LINK,10007,101,SSMS,10.015,Task,4800,150000,7
479,LINK,10008,100,SSMS,10.015,Task,4800,150000,8
415,LINK,103,10004,SSMS,10.005,Result,4822.515,50000,0
471,LINK,107,10000,SSMS,10.005,Result,4872.515,50000,0
472,LINK,106,10001,SSMS,10.005,Result,4872.515,50000,1
473,LINK,105,10002,SSMS,10.005,Result,4872.515,50000,2
474,LINK,104,10003,SSMS,10.005,Result,4872.515,50000,3
477,LINK,102,10006,SSMS,10.005,Result,4872.515,50000,4
478,LINK,101,10007,SSMS,10.005,Result,4872.515,50000,5
479,LINK,100,10008,SSMS,10.005,Result,4872.515,50000,6
416,LINK,103,10005,SSMS,10.005,Result,4885.015,50000,0
481,LINK,10000,107,SSMS,10.015,Task,4900,150000,0
482,LINK,10001,106,SSMS,10.015,Task,4900,150000,1
483,LINK,10002,105,SSMS,10.015,Task,4900,150000,2
484,LINK,10003,104,SSMS,10.015,Task,4900,150000,3
485,LINK,10004,103,SSMS,10.015,Task,4900,150000,4
486,LINK,10005,103,SSMS,10.015,Task,4900,150000,5
487,LINK,10006,102,SSMS,10.015,Task,4900,150000,6
488,LINK,10007,101,SSMS,10.015,Task,4900,150000,7
489,LINK,10008,100,SSMS,10.015,Task,4900,150000,8
425,LINK,103,10004,SSMS,10.005,Result,4947.515,50000,0
481,LINK,107,10000,SSMS,10.005,Result,4972.515,50000,0
482,LINK,106,10001,SSMS,10.005,Result,4972.515,50000,1
483,LINK,105,10002,SSMS,10.005,Result,4972.515,50000,2
484,LINK,104,10003,SSMS,10.005,Result,4972.515,50000,3
487,LINK,102,10006,SSMS,10.005,Result,4972.515,50000,4
488,LINK,101,10007,SSMS,10.005,Result,4972.515,50000,5
489,LINK,100,10008,SSMS,10.005,Result,4972.515,50000,6
491,LINK,10000,108,SSMS,10.015,Task,5000,150000,0
492,LINK,10001,108,SSMS,10.015,Task,5000,150000,1
493,LINK,10002,107,SSMS,10.015,Task,5000,150000,2
494,LINK,10003,106,SSMS,10.015,Task,5000,150000,3
495,LINK,10004,105,SSMS,10.015,Task,5000,150000,4
496,LINK,10005,104,SSMS,10.015,Task,5000,150000,5
497,LINK,10006,103,SSMS,10.015,Task,5000,150000,6
498,LINK,10007,103,SSMS,10.015,Task,5000,150000,7
499,LINK,10008,102,SSMS,10.015,Task,5000,150000,8
500,LINK,10009,101,SSMS,10.015,Task,5000,150000,9
426,LINK,103,104,SSMS,1.05,Result,5010.015,50000,0
426,LINK,104,10005,SSMS,10.005,Result,5011.0650000000005,50000,0
435,LINK,103,0,SSMS,15.05,Result,5072.515,50000,0
491,LINK,108,10000,SSMS,10.005,Result,5072.515,50000,1
493,LINK,107,10002,SSMS,10.005,Result,5072.515,50000,2
494,LINK,106,10003,SSMS,10.005,Result,5072.515,50000,3
495,LINK,105,10004,SSMS,10.005,Result,5072.515,50000,4
496,LINK,104,10005,SSMS,10.005,Result,5072.515,50000,5
499,LINK,102,10008,SSMS,10.005,Result,5072.515,50000,6
500,LINK,101,10009,SSMS,10.005,Result,5072.515,50000,7
435,LINK,0,105,SSMS,15.05,Result,5087.5650000000005,50000,0
501,LINK,10000,108,SSMS,10.015,Task,5100,150000,1
502,LINK,10001,108,SSMS,10.015,Task,5100,150000,2
503,LINK,10002,107,SSMS,10.015,Task,5100,150000,3
504,LINK,10003,106,SSMS,10.015,Task,5100,150000,4
505,LINK,10004,105,SSMS,10.015,Task,5100,150000,5
506,LINK,10005,104,SSMS,10.015,Task,5100,150000,6
507,LINK,10006,103,SSMS,10.015,Task,5100,150000,7
508,LINK,10007,103,SSMS,10.015,Task,5100,150000,8
509,LINK,10008,102,SSMS,10.015,Task,5100,150000,9
510,LINK,10009,101,SSMS,10.015,Task,5100,150000,10
435,LINK,105,10004,SSMS,10.005,Result,5102.615000000001,50000,10
436,LINK,103,104,SSMS,1.05,Result,5135.015,50000,0
492,LINK,108,10001,SSMS,10.005,Result,5135.015,50000,1
436,LINK,104,10005,SSMS,10.005,Result,5136.0650000000005,50000,1
503,LINK,107,10002,SSMS,10.005,Result,5172.515,50000,0
504,LINK,106,10003,SSMS,10.005,Result,5172.515,50000,1
505,LINK,105,10004,SSMS,10.005,Result,5172.515,50000,2
506,LINK,104,10005,SSMS,10.005,Result,5172.515,50000,3
509,LINK,102,10008,SSMS,10.005,Result,5172.515,50000,4
510,LINK,101,10009,SSMS,10.005,Result,5172.515,50000,5
445,LINK,103,0,SSMS,15.05,Result,5197.515,50000,0
501,LINK,108,10000,SSMS,10.005,Result,5197.515,50000,1
511,LINK,10000,108,SSMS,10.015,Task,5200,150000,2
512,LINK,10001,108,SSMS,10.015,Task,5200,150000,3
513,LINK,10002,107,SSMS,10.015,Task,5200,150000,4
514,LINK,10003,106,SSMS,10.015,Task,5200,150000,5
515,LINK,10004,105,SSMS,10.015,Task,5200,150000,6
516,LINK,10005,104,SSMS,10.015,Task,5200,150000,7
517,LINK,10006,103,SSMS,10.015,Task,5200,150000,8
518,LINK,10007,103,SSMS,10.015,Task,5200,150000,9
519,LINK,10008,102,SSMS,10.015,Task,5200,150000,10
520,LINK,10009,101,SSMS,10.015,Task,5200,150000,11
445,LINK,0,105,SSMS,15.05,Result,5212.5650000000005,50000,0
445,LINK,105,10004,SSMS,10.005,Result,5227.615000000001,50000,0
446,LINK,103,104,SSMS,1.05,Result,5260.015,50000,0
502,LINK,108,10001,SSMS,10.005,Result,5260.015,50000,1
446,LINK,104,10005,SSMS,10.005,Result,5261.0650000000005,50000,1
513,LINK,107,10002,SSMS,10.005,Result,5272.515,50000,0
514,LINK,106,10003,SSMS,10.005,Result,5272.515,50000,1
515,LINK,105,10004,SSMS,10.005,Result,5272.515,50000,2
516,LINK,104,10005,SSMS,10.005,Result,5272.515,50000,3
519,LINK,102,10008,SSMS,10.005,Result,5272.515,50000,4
520,LINK,101,10009,SSMS,10.005,Result,5272.515,50000,5
521,LINK,10000,108,SSMS,10.015,Task,5300,150000,0
522,LINK,10001,108,SSMS,10.015,Task,5300,150000,1
523,LINK,10002,107,SSMS,10.015,Task,5300,150000,2
524,LINK,10003,106,SSMS,10.015,Task,5300,150000,3
525,LINK,10004,105,SSMS,10.015,Task,5300,150000,4
526,LINK,10005,104,SSMS,10.015,Task,5300,150000,5
527,LINK,10006,103,SSMS,10.015,Task,5300,150000,6
528,LINK,10007,103,SSMS,10.015,Task,5300,150000,7
529,LINK,10008,102,SSMS,10.015,Task,5300,150000,8
530,LINK,10009,101,SSMS,10.015,Task,5300,150000,9
455,LINK,103,0,SSMS,15.05,Result,5322.515,50000,0
511,LINK,108,10000,SSMS,10.005,Result,5322.515,50000,1
455,LINK,0,105,SSMS,15.05,Result,5337.5650000000005,50000,0
455,LINK,105,10004,SSMS,10.005,Result,5352.615000000001,50000,0
523,LINK,107,10002,SSMS,10.005,Result,5372.515,50000,0
524,LINK,106,10003,SSMS,10.005,Result,5372.515,50000,1
525,LINK,105,10004,SSMS,10.005,Result,5372.515,50000,2
526,LINK,104,10005,SSMS,10.005,Result,5372.515,50000,3
529,LINK,102,10008,SSMS,10.005,Result,5372.515,50000,4
530,LINK,101,10009,SSMS,10.005,Result,5372.515,50000,5
456,LINK,103,104,SSMS,1.05,Result,5385.015,50000,0
512,LINK,108,10001,SSMS,10.005,Result,5385.015,50000,1
456,LINK,104,10005,SSMS,10.005,Result,5386.0650000000005,50000,1
531,LINK,10000,108,SSMS,10.015,Task,5400,150000,0
532,LINK,10001,108,SSMS,10.015,Task,5400,150000,1
533,LINK,10002,107,SSMS,10.015,Task,5400,150000,2
534,LINK,10003,106,SSMS,10.015,Task,5400,150000,3
535,LINK,10004,105,SSMS,10.015,Task,5400,150000,4
536,LINK,10005,104,SSMS,10.015,Task,5400,150000,5
537,LINK,10006,103,SSMS,10.015,Task,5400,150000,6
538,LINK,10007,103,SSMS,10.015,Task,5400,150000,7
539,LINK,10008,102,SSMS,10.015,Task,5400,150000,8
540,LINK,10009,101,SSMS,10.015,Task,5400,150000,9
465,LINK,103,0,SSMS,15.05,Result,5447.515,50000,0
521,LINK,108,10000,SSMS,10.005,Result,5447.515,50000,1
465,LINK,0,105,SSMS,15.05,Result,5462.5650000000005,50000,0
533,LINK,107,10002,SSMS,10.005,Result,5472.515,50000,1
534,LINK,106,10003,SSMS,10.005,Result,5472.515,50000,2
535,LINK,105,10004,SSMS,10.005,Result,5472.515,50000,3
536,LINK,104,10005,SSMS,10.005,Result,5472.515,50000,4
539,LINK,102,10008,SSMS,10.005,Result,5472.515,50000,5
540,LINK,101,10009,SSMS,10.005,Result,5472.515,50000,6
465,LINK,105,10004,SSMS,10.005,Result,5477.615000000001,50000,6
541,LINK,10000,108,SSMS,10.015,Task,5500,150000,0
542,LINK,10001,108,SSMS,10.015,Task,5500,150000,1
543,LINK,10002,107,SSMS,10.015,Task,5500,150000,2
544,LINK,10003,106,SSMS,10.015,Task,5500,150000,3
545,LINK,10004,105,SSMS,10.015,Task,5500,150000,4
546,LINK,10005,104,SSMS,10.015,Task,5500,150000,5
547,LINK,10006,103,SSMS,10.015,Task,5500,150000,6
548,LINK,10007,103,SSMS,10.015,Task,5500,150000,7
549,LINK,10008,102,SSMS,10.015,Task,5500,150000,8
550,LINK,10009,101,SSMS,10.015,Task,5500,150000,9
466,LINK,103,104,SSMS,1.05,Result,5510.015,50000,0
522,LINK,108,10001,SSMS,10.005,Result,5510.015,50000,1
466,LINK,104,10005,SSMS,10.005,Result,5511.0650000000005,50000,1
475,LINK,103,0,SSMS,15.05,Result,5572.515,50000,0
531,LINK,108,10000,SSMS,10.005,Result,5572.515,50000,1
543,LINK,107,10002,SSMS,10.005,Result,5572.515,50000,2
544,LINK,106,10003,SSMS,10.005,Result,5572.515,50000,3
545,LINK,105,10004,SSMS,10.005,Result,5572.515,50000,4
546,LINK,104,10005,SSMS,10.005,Result,5572.515,50000,5
549,LINK,102,10008,SSMS,10.005,Result,5572.515,50000,6
550,LINK,101,10009,SSMS,10.005,Result,5572.515,50000,7
475,LINK,0,105,SSMS,15.05,Result,5587.5650000000005,50000,0
551,LINK,10000,108,SSMS,10.015,Task,5600,150000,1
552,LINK,10001,108,SSMS,10.015,Task,5600,150000,2
553,LINK,10002,107,SSMS,10.015,Task,5600,150000,3
554,LINK,10003,106,SSMS,10.015,Task,5600,150000,4
555,LINK,10004,105,SSMS,10.015,Task,5600,150000,5
556,LINK,10005,104,SSMS,10.015,Task,5600,150000,6
557,LINK,10006,103,SSMS,10.015,Task,5600,150000,7
558,LINK,10007,103,SSMS,10.015,Task,5600,150000,8
559,LINK,10008,102,SSMS,10.015,Task,5600,150000,9
560,LINK,10009,101,SSMS,10.015,Task,5600,150000,10
475,LINK,105,10004,SSMS,10.005,Result,5602.615000000001,50000,10
476,LINK,103,104,SSMS,1.05,Result,5635.015,50000,0
532,LINK,108,10001,SSMS,10.005,Result,5635.015,50000,1
476,LINK,104,10005,SSMS,10.005,Result,5636.0650000000005,50000,1
553,LINK,107,10002,SSMS,10.005,Result,5672.515,50000,0
554,LINK,106,10003,SSMS,10.005,Result,5672.515,50000,1
555,LINK,105,10004,SSMS,10.005,Result,5672.515,50000,2
556,LINK,104,10005,SSMS,10.005,Result,5672.515,50000,3
559,LINK,102,10008,SSMS,10.005,Result,5672.515,50000,4
560,LINK,101,10009,SSMS,10.005,Result,5672.515,50000,5
485,LINK,103,0,SSMS,15.05,Result,5697.515,50000,0
541,LINK,108,10000,SSMS,10.005,Result,5697.515,50000,1
561,LINK,10000,108,SSMS,10.015,Task,5700,150000,2
562,LINK,10001,108,SSMS,10.015,Task,5700,150000,3
563,LINK,10002,107,SSMS,10.015,Task,5700,150000,4
564,LINK,10003,106,SSMS,10.015,Task,5700,150000,5
565,LINK,10004,105,SSMS,10.015,Task,5700,150000,6
566,LINK,10005,104,SSMS,10.015,Task,5700,150000,7
567,LINK,10006,103,SSMS,10.015,Task,5700,150000,8
568,LINK,10007,103,SSMS,10.015,Task,5700,150000,9
569,LINK,10008,102,SSMS,10.015,Task,5700,150000,10
570,LINK,10009,101,SSMS,10.015,Task,5700,150000,11
485,LINK,0,105,SSMS,15.05,Result,5712.5650000000005,50000,0
485,LINK,105,10004,SSMS,10.005,Result,5727.615000000001,50000,0
486,LINK,103,104,SSMS,1.05,Result,5760.015,50000,0
542,LINK,108,10001,SSMS,10.005,Result,5760.015,50000,1
486,LINK,104,10005,SSMS,10.005,Result,5761.0650000000005,50000,1
563,LINK,107,10002,SSMS,10.005,Result,5772.515,50000,0
564,LINK,106,10003,SSMS,10.005,Result,5772.515,50000,1
565,LINK,105,10004,SSMS,10.005,Result,5772.515,50000,2
566,LINK,104,10005,SSMS,10.005,Result,5772.515,50000,3
569,LINK,102,10008,SSMS,10.005,Result,5772.515,50000,4
570,LINK,101,10009,SSMS,10.005,Result,5772.515,50000,5
571,LINK,10000,108,SSMS,10.015,Task,5800,150000,0
572,LINK,10001,108,SSMS,10.015,Task,5800,150000,1
573,LINK,10002,107,SSMS,10.015,Task,5800,150000,2
574,LINK,10003,106,SSMS,10.015,Task,5800,150000,3
575,LINK,10004,105,SSMS,10.015,Task,5800,150000,4
576,LINK,10005,104,SSMS,10.015,Task,5800,150000,5
577,LINK,10006,103,SSMS,10.015,Task,5800,150000,6
578,LINK,10007,103,SSMS,10.015,Task,5800,150000,7
579,LINK,10008,102,SSMS,10.015,Task,5800,150000,8
580,LINK,10009,101,SSMS,10.015,Task,5800,150000,9
497,LINK,103,10006,SSMS,10.005,Result,5822.515,50000,0
551,LINK,108,10000,SSMS,10.005,Result,5822.515,50000,1
573,LINK,107,10002,SSMS,10.005,Result,5872.515,50000,0
574,LINK,106,10003,SSMS,10.005,Result,5872.515,50000,1
575,LINK,105,10004,SSMS,10.005,Result,5872.515,50000,2
576,LINK,104,10005,SSMS,10.005,Result,5872.515,50000,3
579,LINK,102,10008,SSMS,10.005,Result,5872.515,50000,4
580,LINK,101,10009,SSMS,10.005,Result,5872.515,50000,5
498,LINK,103,10007,SSMS,10.005,Result,5885.015,50000,0
552,LINK,108,10001,SSMS,10.005,Result,5885.015,50000,1
581,LINK,10000,108,SSMS,10.015,Task,5900,150000,0
582,LINK,10001,108,SSMS,10.015,Task,5900,150000,1
583,LINK,10002,107,SSMS,10.015,Task,5900,150000,2
584,LINK,10003,106,SSMS,10.015,Task,5900,150000,3
585,LINK,10004,105,SSMS,10.015,Task,5900,150000,4
586,LINK,10005,104,SSMS,10.015,Task,5900,150000,5
587,LINK,10006,103,SSMS,10.015,Task,5900,150000,6
588,LINK,10007,103,SSMS,10.015,Task,5900,150000,7
589,LINK,10008,102,SSMS,10.015,Task,5900,150000,8
590,LINK,10009,101,SSMS,10.015,Task,5900,150000,9
507,LINK,103,10006,SSMS,10.005,Result,5947.515,50000,0
561,LINK,108,10000,SSMS,10.005,Result,5947.515,50000,1
583,LINK,107,10002,SSMS,10.005,Result,5972.515,50000,0
584,LINK,106,10003,SSMS,10.005,Result,5972.515,50000,1
585,LINK,105,10004,SSMS,10.005,Result,5972.515,50000,2
586,LINK,104,10005,SSMS,10.005,Result,5972.515,50000,3
589,LINK,102,10008,SSMS,10.005,Result,5972.515,50000,4
590,LINK,101,10009,SSMS,10.005,Result,5972.515,50000,5
592,LINK,10001,109,SSMS,10.015,Task,6000,150000,0
593,LINK,10002,108,SSMS,10.015,Task,6000,150000,1
594,LINK,10003,108,SSMS,10.015,Task,6000,150000,2
595,LINK,10004,107,SSMS,10.015,Task,6000,150000,3
596,LINK,10005,106,SSMS,10.015,Task,6000,150000,4
597,LINK,10006,105,SSMS,10.015,Task,6000,150000,5
598,LINK,10007,104,SSMS,10.015,Task,6000,150000,6
599,LINK,10008,103,SSMS,10.015,Task,6000,150000,7
600,LINK,10009,103,SSMS,10.015,Task,6000,150000,8
508,LINK,103,104,SSMS,1.05,Result,6010.015,50000,0
562,LINK,108,109,SSMS,1.05,Result,6010.015,50000,1
508,LINK,104,10007,SSMS,10.005,Result,6011.0650000000005,50000,0
562,LINK,109,10001,SSMS,10.005,Result,6011.0650000000005,50000,1
517,LINK,103,0,SSMS,15.05,Result,6072.515,50000,0
592,LINK,109,10001,SSMS,10.005,Result,6072.515,50000,1
595,LINK,107,10004,SSMS,10.005,Result,6072.515,50000,2
596,LINK,106,10005,SSMS,10.005,Result,6072.515,50000,3
597,LINK,105,10006,SSMS,10.005,Result,6072.515,50000,4
598,LINK,104,10007,SSMS,10.005,Result,6072.515,50000,5
517,LINK,0,105,SSMS,15.05,Result,6087.5650000000005,50000,0
602,LINK,10001,109,SSMS,10.015,Task,6100,150000,1
603,LINK,10002,108,SSMS,10.015,Task,6100,150000,2
604,LINK,10003,108,SSMS,10.015,Task,6100,150000,3
605,LINK,10004,107,SSMS,10.015,Task,6100,150000,4
606,LINK,10005,106,SSMS,10.015,Task,6100,150000,5
607,LINK,10006,105,SSMS,10.015,Task,6100,150000,6
608,LINK,10007,104,SSMS,10.015,Task,6100,150000,7
609,LINK,10008,103,SSMS,10.015,Task,6100,150000,8
610,LINK,10009,103,SSMS,10.015,Task,6100,150000,9
517,LINK,105,10006,SSMS,10.005,Result,6102.615000000001,50000,9
518,LINK,103,104,SSMS,1.05,Result,6135.015,50000,0
572,LINK,108,109,SSMS,1.05,Result,6135.015,50000,1
518,LINK,104,10007,SSMS,10.005,Result,6136.0650000000005,50000,0
572,LINK,109,10001,SSMS,10.005,Result,6136.0650000000005,50000,1
602,LINK,109,10001,SSMS,10.005,Result,6172.515,50000,0
605,LINK,107,10004,SSMS,10.005,Result,6172.515,50000,1
606,LINK,106,10005,SSMS,10.005,Result,6172.515,50000,2
607,LINK,105,10006,SSMS,10.005,Result,6172.515,50000,3
608,LINK,104,10007,SSMS,10.005,Result,6172.515,50000,4
527,LINK,103,0,SSMS,15.05,Result,6197.515,50000,0
612,LINK,10001,109,SSMS,10.015,Task,6200,150000,1
613,LINK,10002,108,SSMS,10.015,Task,6200,150000,2
614,LINK,10003,108,SSMS,10.015,Task,6200,150000,3
615,LINK,10004,107,SSMS,10.015,Task,6200,150000,4
616,LINK,10005,106,SSMS,10.015,Task,6200,150000,5
617,LINK,10006,105,SSMS,10.015,Task,6200,150000,6
618,LINK,10007,104,SSMS,10.015,Task,6200,150000,7
619,LINK,10008,103,SSMS,10.015,Task,6200,150000,8
620,LINK,10009,103,SSMS,10.015,Task,6200,150000,9
527,LINK,0,105,SSMS,15.05,Result,6212.5650000000005,50000,0
527,LINK,105,10006,SSMS,10.005,Result,6227.615000000001,50000,0
528,LINK,103,104,SSMS,1.05,Result,6260.015,50000,0
582,LINK,108,109,SSMS,1.05,Result,6260.015,50000,1
528,LINK,104,10007,SSMS,10.005,Result,6261.0650000000005,50000,0
582,LINK,109,10001,SSMS,10.005,Result,6261.0650000000005,50000,1
612,LINK,109,10001,SSMS,10.005,Result,6272.515,50000,0
615,LINK,107,10004,SSMS,10.005,Result,6272.515,50000,1
616,LINK,106,10005,SSMS,10.005,Result,6272.515,50000,2
617,LINK,105,10006,SSMS,10.005,Result,6272.515,50000,3
618,LINK,104,10007,SSMS,10.005,Result,6272.515,50000,4
622,LINK,10001,109,SSMS,10.015,Task,6300,150000,0
623,LINK,10002,108,SSMS,10.015,Task,6300,150000,1
624,LINK,10003,108,SSMS,10.015,Task,6300,150000,2
625,LINK,10004,107,SSMS,10.015,Task,6300,150000,3
626,LINK,10005,106,SSMS,10.015,Task,6300,150000,4
627,LINK,10006,105,SSMS,10.015,Task,6300,150000,5
628,LINK,10007,104,SSMS,10.015,Task,6300,150000,6
629,LINK,10008,103,SSMS,10.015,Task,6300,150000,7
630,LINK,10009,103,SSMS,10.015,Task,6300,150000,8
537,LINK,103,0,SSMS,15.05,Result,6322.515,50000,0
593,LINK,108,10002,SSMS,10.005,Result,6322.515,50000,1
537,LINK,0,105,SSMS,15.05,Result,6337.5650000000005,50000,0
537,LINK,105,10006,SSMS,10.005,Result,6352.615000000001,50000,0
622,LINK,109,10001,SSMS,10.005,Result,6372.515,50000,0
625,LINK,107,10004,SSMS,10.005,Result,6372.515,50000,1
626,LINK,106,10005,SSMS,10.005,Result,6372.515,50000,2
627,LINK,105,10006,SSMS,10.005,Result,6372.515,50000,3
628,LINK,104,10007,SSMS,10.005,Result,6372.515,50000,4
538,LINK,103,104,SSMS,1.05,Result,6385.015,50000,0
594,LINK,108,10003,SSMS,10.005,Result,6385.015,50000,1
538,LINK,104,10007,SSMS,10.005,Result,6386.0650000000005,50000,1
632,LINK,10001,109,SSMS,10.015,Task,6400,150000,0
633,LINK,10002,108,SSMS,10.015,Task,6400,150000,1
634,LINK,10003,108,SSMS,10.015,Task,6400,150000,2
635,LINK,10004,107,SSMS,10.015,Task,6400,150000,3
636,LINK,10005,106,SSMS,10.015,Task,6400,150000,4
637,LINK,10006,105,SSMS,10.015,Task,6400,150000,5
638,LINK,10007,104,SSMS,10.015,Task,6400,150000,6
639,LINK,10008,103,SSMS,10.015,Task,6400,150000,7
640,LINK,10009,103,SSMS,10.015,Task,6400,150000,8
547,LINK,103,0,SSMS,15.05,Result,6447.515,50000,0
603,LINK,108,10002,SSMS,10.005,Result,6447.515,50000,1
547,LINK,0,105,SSMS,15.05,Result,6462.5650000000005,50000,0
632,LINK,109,10001,SSMS,10.005,Result,6472.515,50000,1
635,LINK,107,10004,SSMS,10.005,Result,6472.515,50000,2
636,LINK,106,10005,SSMS,10.005,Result,6472.515,50000,3
637,LINK,105,10006,SSMS,10.005,Result,6472.515,50000,4
638,LINK,104,10007,SSMS,10.005,Result,6472.515,50000,5
547,LINK,105,10006,SSMS,10.005,Result,6477.615000000001,50000,5
642,LINK,10001,109,SSMS,10.015,Task,6500,150000,0
643,LINK,10002,108,SSMS,10.015,Task,6500,150000,1
644,LINK,10003,108,SSMS,10.015,Task,6500,150000,2
645,LINK,10004,107,SSMS,10.015,Task,6500,150000,3
646,LINK,10005,106,SSMS,10.015,Task,6500,150000,4
647,LINK,10006,105,SSMS,10.015,Task,6500,150000,5
648,LINK,10007,104,SSMS,10.015,Task,6500,150000,6
649,LINK,10008,103,SSMS,10.015,Task,6500,150000,7
650,LINK,10009,103,SSMS,10.015,Task,6500,150000,8
548,LINK,103,104,SSMS,1.05,Result,6510.015,50000,0
604,LINK,108,10003,SSMS,10.005,Result,6510.015,50000,1
548,LINK,104,10007,SSMS,10.005,Result,6511.0650000000005,50000,1
557,LINK,103,0,SSMS,15.05,Result,6572.515,50000,0
613,LINK,108,10002,SSMS,10.005,Result,6572.515,50000,1
642,LINK,109,10001,SSMS,10.005,Result,6572.515,50000,2
645,LINK,107,10004,SSMS,10.005,Result,6572.515,50000,3
646,LINK,106,10005,SSMS,10.005,Result,6572.515,50000,4
647,LINK,105,10006,SSMS,10.005,Result,6572.515,50000,5
648,LINK,104,10007,SSMS,10.005,Result,6572.515,50000,6
557,LINK,0,105,SSMS,15.05,Result,6587.5650000000005,50000,0
652,LINK,10001,109,SSMS,10.015,Task,6600,150000,1
653,LINK,10002,108,SSMS,10.015,Task,6600,150000,2
654,LINK,10003,108,SSMS,10.015,Task,6600,150000,3
655,LINK,10004,107,SSMS,10.015,Task,6600,150000,4
656,LINK,10005,106,SSMS,10.015,Task,6600,150000,5
657,LINK,10006,105,SSMS,10.015,Task,6600,150000,6
658,LINK,10007,104,SSMS,10.015,Task,6600,150000,7
659,LINK,10008,103,SSMS,10.015,Task,6600,150000,8
660,LINK,10009,103,SSMS,10.015,Task,6600,150000,9
557,LINK,105,10006,SSMS,10.005,Result,6602.615000000001,50000,9
558,LINK,103,104,SSMS,1.05,Result,6635.015,50000,0
614,LINK,108,10003,SSMS,10.005,Result,6635.015,50000,1
558,LINK,104,10007,SSMS,10.005,Result,6636.0650000000005,50000,1
652,LINK,109,10001,SSMS,10.005,Result,6672.515,50000,0
655,LINK,107,10004,SSMS,10.005,Result,6672.515,50000,1
656,LINK,106,10005,SSMS,10.005,Result,6672.515,50000,2
657,LINK,105,10006,SSMS,10.005,Result,6672.515,50000,3
658,LINK,104,10007,SSMS,10.005,Result,6672.515,50000,4
567,LINK,103,0,SSMS,15.05,Result,6697.515,50000,0
623,LINK,108,10002,SSMS,10.005,Result,6697.515,50000,1
662,LINK,10001,109,SSMS,10.015,Task,6700,150000,2
663,LINK,10002,108,SSMS,10.015,Task,6700,150000,3
664,LINK,10003,108,SSMS,10.015,Task,6700,150000,4
665,LINK,10004,107,SSMS,10.015,Task,6700,150000,5
666,LINK,10005,106,SSMS,10.015,Task,6700,150000,6
667,LINK,10006,105,SSMS,10.015,Task,6700,150000,7
